Timestamp,Step,Open,High,Low,Close,Volume
2026-05-04 20:44:59,1704067501,32.561016,35.867031,32.407443,35.584168,2078.2
2026-05-04 20:50:03,1704067801,35.734204,37.651378,33.653295,36.497645,1602.34
2026-05-04 20:55:05,1704068101,36.593668,36.795336,31.918325,31.918325,1725.64
2026-05-04 21:00:09,1704068401,32.071159,35.192566,30.813484,33.615027,1361.33
2026-05-04 21:01:18,1704068701,33.366109,35.655886,32.390503,34.55599,1763.63
2026-05-04 21:01:18,1704069001,34.740687,36.7707,31.926048,32.805489,1576.45
2026-05-04 21:01:18,1704069301,32.979046,33.616913,30.45037,30.528122,1324.52
2026-05-04 21:01:18,1704069601,30.713228,30.911632,28.092162,28.674096,1622.24
2026-05-04 21:01:18,1704069901,28.760818,29.004559,26.216398,26.930665,1983.71
2026-05-04 21:01:18,1704070201,26.970155,27.357157,25.191674,25.47488,1546.61
2026-05-04 21:01:18,1704070501,25.439866,26.431376,23.459252,24.091294,2113.75
2026-05-04 21:01:18,1704070801,24.093265,24.093265,20.625173,20.667054,2129.88
2026-05-04 21:01:18,1704071101,20.527341,22.28217,19.729683,21.51656,1673.82
2026-05-04 21:01:18,1704071401,21.410799,23.459276,21.081213,23.459276,1707.45
2026-05-04 21:01:18,1704071701,23.538362,23.585104,19.525106,19.887886,1904.78
2026-05-04 21:01:18,1704072001,19.962388,21.090862,19.519089,19.788569,1270.38
2026-05-04 21:01:18,1704072301,19.7565,20.285229,17.064956,17.156835,2250.38
2026-05-04 21:01:18,1704072601,17.208318,17.479591,16.288912,17.344892,1584.29
2026-05-04 21:01:18,1704072901,17.423902,17.464647,15.730771,16.439051,1778.07
2026-05-04 21:01:18,1704073201,16.446831,17.959725,16.34447,17.959725,1200.44
2026-05-04 21:01:19,1704073501,18.088755,20.142716,17.782303,19.622175,1760.5
2026-05-04 21:01:19,1704073801,19.649752,21.647827,19.36862,20.58394,1798.81
2026-05-04 21:01:19,1704074101,20.614346,21.380138,19.216947,19.627759,1305.83
2026-05-04 21:01:19,1704074401,19.655532,22.733926,19.335473,22.404327,1246.22
2026-05-04 21:01:19,1704074701,22.46652,23.253858,20.932226,21.088678,1562.71
2026-05-04 21:01:19,1704075001,21.031742,22.846358,19.878028,22.365572,1991.5
2026-05-04 21:01:19,1704075301,22.39256,24.140155,22.044701,23.57437,1866.93
2026-05-04 21:01:19,1704075601,23.55015,23.869039,22.185339,22.533002,1440.97
2026-05-04 21:01:19,1704075901,22.666637,23.409976,22.248745,23.110925,2920.08
2026-05-04 21:01:19,1704076201,23.193492,25.097493,21.112548,21.751386,1825.71
2026-05-04 21:01:19,1704076501,21.660329,22.745567,19.871759,20.141059,1603.3
2026-05-04 21:01:19,1704076801,20.143614,23.987254,19.945842,23.932642,1411.3
2026-05-04 21:01:19,1704077101,23.855311,25.15454,23.118169,24.390063,2028.94
2026-05-04 21:01:19,1704077401,24.422234,25.668522,23.838858,24.187936,1236.92
2026-05-04 21:01:19,1704077701,24.137591,26.346987,23.271308,26.21794,2248.83
2026-05-04 21:01:19,1704078001,26.293104,29.892305,26.137532,29.002948,1532.67
2026-05-04 21:01:19,1704078301,28.936187,29.535049,26.28313,26.950304,1743.45
2026-05-04 21:01:19,1704078601,26.974251,26.992973,24.09356,25.616304,1767.81
2026-05-04 21:01:19,1704078901,25.594757,25.661314,22.416915,22.582641,1448.07
2026-05-04 21:01:19,1704079201,22.707784,23.228979,19.247725,19.451327,1225.16
2026-05-04 21:01:19,1704079501,19.340667,20.721426,19.161212,20.721426,1534.15
2026-05-04 21:01:19,1704079801,20.813895,20.943106,18.376688,18.479867,1335.29
2026-05-04 21:01:19,1704080101,18.424279,18.424279,14.892725,15.11615,1577.29
2026-05-04 21:01:19,1704080401,15.159243,16.38362,14.380921,15.561413,1335.01
2026-05-04 21:01:19,1704080701,15.553314,16.162938,14.824545,14.824545,1549.34
2026-05-04 21:01:19,1704081001,14.8278,17.19546,14.730203,17.19546,1490.26
2026-05-04 21:01:19,1704081301,17.16333,17.163725,14.751937,15.192786,2098.46
2026-05-04 21:01:20,1704081601,15.249825,16.94733,14.895691,16.82322,1209.43
2026-05-04 21:01:20,1704081901,16.77068,17.945165,16.041148,16.838222,1540.1
2026-05-04 21:01:20,1704082201,16.8631,18.500866,16.513437,17.763197,1539.37
2026-05-04 21:01:20,1704082501,17.687172,17.912066,15.55793,15.78045,1919.32
2026-05-04 21:01:20,1704082801,15.721933,15.721933,13.688009,14.275845,1786.29
2026-05-04 21:01:20,1704083101,14.281059,14.455352,13.50234,13.852708,2135.26
2026-05-04 21:01:20,1704083401,13.916971,14.873693,13.427633,13.837959,1713.47
2026-05-04 21:01:20,1704083701,13.803707,14.145438,12.247111,12.247111,2183.28
2026-05-04 21:01:20,1704084001,12.146809,12.149514,10.77358,11.3607,1878.82
2026-05-04 21:01:20,1704084301,11.483358,11.688955,10.639908,11.468149,1874.7
2026-05-04 21:01:20,1704084601,11.494729,11.554397,9.422165,9.464933,1782.72
2026-05-04 21:01:20,1704084901,9.467004,9.613075,8.981811,9.277548,1124.25
2026-05-04 21:01:20,1704085201,9.205504,9.616661,8.888763,9.045198,1536.38
2026-05-04 21:01:20,1704085501,9.027346,9.787257,8.832804,9.611181,1473.34
2026-05-04 21:01:20,1704085801,9.534338,9.636012,8.508892,8.559234,2276.96
2026-05-04 21:01:20,1704086101,8.552043,9.658854,8.435734,8.981935,2214.42
2026-05-04 21:01:20,1704086401,8.940798,9.375408,8.599634,8.750918,1933.91
2026-05-04 21:01:20,1704086701,8.756498,9.657908,8.67789,8.773773,1736.1
2026-05-04 21:01:20,1704087001,8.760548,8.898221,7.693559,8.121813,1989.76
2026-05-04 21:01:20,1704087301,8.117455,8.337422,7.888703,8.034298,1767.64
2026-05-04 21:01:20,1704087601,8.020437,8.094329,7.490021,7.688292,2325.2
2026-05-04 21:01:20,1704087901,7.663347,8.287374,7.398562,8.122109,1681.76
2026-05-04 21:01:20,1704088201,8.1223,8.492833,7.76571,7.979161,1397.09
2026-05-04 21:01:20,1704088501,7.944136,8.378179,7.161302,7.260435,2113.85
2026-05-04 21:01:20,1704088801,7.309777,8.098206,7.106537,8.043095,1913.76
2026-05-04 21:01:20,1704089101,8.043005,8.131728,7.422828,8.131728,1759.93
2026-05-04 21:01:20,1704089401,8.141969,8.325227,7.579979,7.883923,1564.3
2026-05-04 21:01:21,1704089701,7.908967,8.025173,7.359921,7.40619,1490.4
2026-05-04 21:01:21,1704090001,7.418997,7.418997,6.156705,6.226026,2308.29
2026-05-04 21:01:21,1704090301,6.235662,6.785626,6.181927,6.280855,2099.09
2026-05-04 21:01:21,1704090601,6.303148,6.920074,6.146371,6.590962,1481.98
2026-05-04 21:01:21,1704090901,6.581002,6.666728,6.268898,6.490908,1184.24
2026-05-04 21:01:21,1704091201,6.50493,6.768655,5.814258,5.987381,1045.89
